Date,Adj Close
,AAPL
2023-01-03,123.2112045288086
2023-01-04,124.48204803466797
2023-01-05,123.16194915771484
2023-01-06,127.69358825683594
2023-01-09,128.2156982421875
2023-01-10,128.78709411621094
2023-01-11,131.50607299804688
2023-01-12,131.42727661132812
2023-01-13,132.7572021484375
2023-01-17,133.91966247558594
2023-01-18,133.2005157470703
2023-01-19,133.25962829589844
2023-01-20,135.82095336914062
2023-01-23,139.01280212402344
2023-01-24,140.4117431640625
2023-01-25,139.75169372558594
2023-01-26,141.82044982910156
2023-01-27,143.76119995117188
2023-01-30,140.87472534179688
2023-01-31,142.14556884765625
2023-02-01,143.26861572265625
2023-02-02,148.57852172851562
2023-02-03,152.20384216308594
2023-02-06,149.47499084472656
2023-02-07,152.3515625
2023-02-08,149.6621551513672
2023-02-09,148.6277618408203
2023-02-10,148.99282836914062
2023-02-13,151.79489135742188
2023-02-14,151.15354919433594
2023-02-15,153.255126953125
2023-02-16,151.65676879882812
2023-02-17,150.51223754882812
2023-02-21,146.49664306640625
2023-02-22,146.9208984375
2023-02-23,147.40432739257812
2023-02-24,144.75027465820312
2023-02-27,145.944091796875
2023-02-28,145.44090270996094
2023-03-01,143.3689727783203
2023-03-02,143.9609375
2023-03-03,149.0125732421875
2023-03-06,151.77516174316406
2023-03-07,149.57492065429688
2023-03-08,150.8279571533203
2023-03-09,148.57843017578125
2023-03-10,146.516357421875
2023-03-13,148.46005249023438
2023-03-14,150.5517120361328
2023-03-15,150.94638061523438
2023-03-16,153.76817321777344
2023-03-17,152.92955017089844
2023-03-20,155.29750061035156
2023-03-21,157.15234375
2023-03-22,155.7217254638672
2023-03-23,156.80702209472656
2023-03-24,158.10939025878906
2023-03-27,156.1657257080078
2023-03-28,155.5441436767578
2023-03-29,158.62245178222656
2023-03-30,160.1912078857422
2023-03-31,162.69728088378906
2023-04-03,163.95033264160156
2023-04-04,163.4175262451172
2023-04-05,161.57249450683594
2023-04-06,162.46047973632812
2023-04-10,159.86563110351562
2023-04-11,158.6520538330078
2023-04-12,157.96141052246094
2023-04-13,163.3484649658203
2023-04-14,163.00314331054688
2023-04-17,163.02288818359375
2023-04-18,164.24630737304688
2023-04-19,165.3908233642578
2023-04-20,164.4239044189453
2023-04-21,162.81568908691406
2023-04-24,163.12155151367188
2023-04-25,161.58238220214844
2023-04-26,161.57249450683594
2023-04-27,166.16041564941406
2023-04-28,167.41343688964844
2023-05-01,167.32461547851562
2023-05-02,166.2886505126953
2023-05-03,165.2132110595703
2023-05-04,163.5753936767578
2023-05-05,171.25148010253906
2023-05-08,171.18240356445312
2023-05-09,169.47549438476562
2023-05-10,171.24160766601562
2023-05-11,171.42909240722656
2023-05-12,170.5003204345703
2023-05-15,170.00633239746094
2023-05-16,170.00633239746094
2023-05-17,170.61891174316406
2023-05-18,172.95062255859375
2023-05-19,173.05929565429688
2023-05-22,172.11077880859375
2023-05-23,169.50244140625
2023-05-24,169.77908325195312
2023-05-25,170.91531372070312
2023-05-26,173.32603454589844
2023-05-30,175.17361450195312
2023-05-31,175.12423706054688
2023-06-01,177.93014526367188
2023-06-02,178.7798309326172
2023-06-05,177.42626953125
2023-06-06,177.06069946289062
2023-06-07,175.68736267089844
2023-06-08,178.40440368652344
2023-06-09,178.78973388671875
2023-06-12,181.5857391357422
2023-06-13,181.1115264892578
2023-06-14,181.74386596679688
2023-06-15,183.7791290283203
2023-06-16,182.7022247314453
2023-06-20,182.7911376953125
2023-06-21,181.7537384033203
2023-06-22,184.75726318359375
2023-06-23,184.44110107421875
2023-06-26,183.0480194091797
2023-06-27,185.8045654296875
2023-06-28,186.98028564453125
2023-06-29,187.31619262695312
2023-06-30,191.64369201660156
2023-07-03,190.1518096923828
2023-07-05,189.0353546142578
2023-07-06,189.5095977783203
2023-07-07,188.39309692382812
2023-07-10,186.3479766845703
2023-07-11,185.82432556152344
2023-07-12,187.49404907226562
2023-07-13,188.2548065185547
2023-07-14,188.40301513671875
2023-07-17,191.66346740722656
2023-07-18,191.40655517578125
2023-07-19,192.76011657714844
2023-07-20,190.81375122070312
2023-07-21,189.6380615234375
2023-07-24,190.4383087158203
2023-07-25,191.2978973388672
2023-07-26,192.16732788085938
2023-07-27,190.90269470214844
2023-07-28,193.4813690185547
2023-07-31,194.09390258789062
2023-08-01,193.2639923095703
2023-08-02,190.2703399658203
2023-08-03,188.87725830078125
2023-08-04,179.807373046875
2023-08-07,176.7050323486328
2023-08-08,177.6436309814453
2023-08-09,176.0529327392578
2023-08-10,175.8355712890625
2023-08-11,175.8949432373047
2023-08-14,177.54713439941406
2023-08-15,175.55856323242188
2023-08-16,174.6879425048828
2023-08-17,172.1453399658203
2023-08-18,172.63014221191406
2023-08-21,173.96572875976562
2023-08-22,175.3408660888672
2023-08-23,179.189453125
2023-08-24,174.4999542236328
2023-08-25,176.70620727539062
2023-08-28,178.2693634033203
2023-08-29,182.15745544433594
2023-08-30,185.6498260498047
2023-08-31,185.86749267578125
2023-09-01,187.44058227539062
2023-09-05,187.67799377441406
2023-09-06,180.96035766601562
2023-09-07,175.66737365722656
2023-09-08,176.28077697753906
2023-09-11,177.4481964111328
2023-09-12,174.4208221435547
2023-09-13,172.3531036376953
2023-09-14,173.86680603027344
2023-09-15,173.1445770263672
2023-09-18,176.07301330566406
2023-09-19,177.16131591796875
2023-09-20,173.6194610595703
2023-09-21,172.07608032226562
2023-09-22,172.92691040039062
2023-09-25,174.20318603515625
2023-09-26,170.1270751953125
2023-09-27,168.6134033203125
2023-09-28,168.87063598632812
2023-09-29,169.38507080078125
2023-10-02,171.89801025390625
2023-10-03,170.56239318847656
2023-10-04,171.8089599609375
