Date,Adj Close
,JPM
2023-01-03,125.49220275878906
2023-01-04,126.66244506835938
2023-01-05,126.63436889648438
2023-01-06,129.0576171875
2023-01-09,128.52427673339844
2023-01-10,129.67510986328125
2023-01-11,130.6387939453125
2023-01-12,130.50779724121094
2023-01-13,133.8011016845703
2023-01-17,131.73342895507812
2023-01-18,127.77581024169922
2023-01-19,126.0730209350586
2023-01-20,126.38176727294922
2023-01-23,128.4307403564453
2023-01-24,129.53475952148438
2023-01-25,130.16160583496094
2023-01-26,130.96621704101562
2023-01-27,131.2843475341797
2023-01-30,130.1709747314453
2023-01-31,130.94752502441406
2023-02-01,130.601318359375
2023-02-02,129.99319458007812
2023-02-03,132.0047607421875
2023-02-06,132.78128051757812
2023-02-07,134.39991760253906
2023-02-08,133.45497131347656
2023-02-09,131.37789916992188
2023-02-10,131.95799255371094
2023-02-13,133.3894500732422
2023-02-14,133.97885131835938
2023-02-15,134.54025268554688
2023-02-16,132.68777465820312
2023-02-17,133.08070373535156
2023-02-21,130.6387939453125
2023-02-22,129.63768005371094
2023-02-23,130.6762237548828
2023-02-24,131.85507202148438
2023-02-27,133.005859375
2023-02-28,134.11923217773438
2023-03-01,133.37074279785156
2023-03-02,131.98606872558594
2023-03-03,134.40928649902344
2023-03-06,133.6233673095703
2023-03-07,129.69381713867188
2023-03-08,128.92662048339844
2023-03-09,121.94698333740234
2023-03-10,125.0438461303711
2023-03-13,122.79838562011719
2023-03-14,125.95140075683594
2023-03-15,120.00092315673828
2023-03-16,122.33058166503906
2023-03-17,117.70868682861328
2023-03-20,118.95303344726562
2023-03-21,122.14347076416016
2023-03-22,118.99046325683594
2023-03-23,118.67237091064453
2023-03-24,116.86663818359375
2023-03-27,120.21612548828125
2023-03-28,120.58100891113281
2023-03-29,120.8242416381836
2023-03-30,120.45938110351562
2023-03-31,121.91891479492188
2023-04-03,121.77857971191406
2023-04-04,120.15065002441406
2023-04-05,120.32978820800781
2023-04-06,120.1977767944336
2023-04-10,120.59379577636719
2023-04-11,121.18785858154297
2023-04-12,121.16901397705078
2023-04-13,121.63105010986328
2023-04-14,130.8153839111328
2023-04-17,131.8526153564453
2023-04-18,133.3330535888672
2023-04-19,133.163330078125
2023-04-20,132.7767333984375
2023-04-21,132.5220947265625
2023-04-24,132.7012481689453
2023-04-25,129.81582641601562
2023-04-26,127.51504516601562
2023-04-27,129.2312469482422
2023-04-28,130.35333251953125
2023-05-01,133.14443969726562
2023-05-02,130.99453735351562
2023-05-03,128.2222442626953
2023-05-04,126.46839141845703
2023-05-05,128.9389190673828
2023-05-08,129.25010681152344
2023-05-09,128.6277313232422
2023-05-10,128.6937255859375
2023-05-11,128.2882537841797
2023-05-12,126.44952392578125
2023-05-15,127.51504516601562
2023-05-16,126.656982421875
2023-05-17,130.55136108398438
2023-05-18,131.54144287109375
2023-05-19,131.23968505859375
2023-05-22,130.1553192138672
2023-05-23,128.79747009277344
2023-05-24,127.61876678466797
2023-05-25,127.92992401123047
2023-05-26,129.12750244140625
2023-05-30,129.61782836914062
2023-05-31,127.96765899658203
2023-06-01,129.73098754882812
2023-06-02,132.4561309814453
2023-06-05,131.1548309326172
2023-06-06,131.39059448242188
2023-06-07,132.66354370117188
2023-06-08,132.7012481689453
2023-06-09,132.96530151367188
2023-06-12,132.9558868408203
2023-06-13,133.9176788330078
2023-06-14,133.4179229736328
2023-06-15,134.9266357421875
2023-06-16,135.08692932128906
2023-06-20,134.39857482910156
2023-06-21,134.20059204101562
2023-06-22,131.6168975830078
2023-06-23,130.92852783203125
2023-06-26,131.2491455078125
2023-06-27,131.25857543945312
2023-06-28,130.68338012695312
2023-06-29,135.24725341796875
2023-06-30,137.142578125
2023-07-03,138.24581909179688
2023-07-05,137.3248748779297
2023-07-06,135.96719360351562
2023-07-07,137.04005432128906
2023-07-10,137.80908203125
2023-07-11,139.9642791748047
2023-07-12,140.6573486328125
2023-07-13,141.34095764160156
2023-07-14,142.19541931152344
2023-07-17,145.6228485107422
2023-07-18,145.8887176513672
2023-07-19,146.4488525390625
2023-07-20,148.25274658203125
2023-07-21,147.1134490966797
2023-07-24,150.00918579101562
2023-07-25,148.88888549804688
2023-07-26,149.78134155273438
2023-07-27,148.12933349609375
2023-07-28,148.97434997558594
2023-07-31,149.9712371826172
2023-08-01,149.23065185546875
2023-08-02,147.5406951904297
2023-08-03,148.4426727294922
2023-08-04,148.12933349609375
2023-08-07,148.83187866210938
2023-08-08,147.9964141845703
2023-08-09,146.01211547851562
2023-08-10,145.79373168945312
2023-08-11,146.63873291015625
2023-08-14,146.9425506591797
2023-08-15,143.2018280029297
2023-08-16,142.5941925048828
2023-08-17,141.11306762695312
2023-08-18,141.43588256835938
2023-08-21,141.92007446289062
2023-08-22,138.97686767578125
2023-08-23,139.9167938232422
2023-08-24,139.7838592529297
2023-08-25,139.61300659179688
2023-08-28,140.09719848632812
2023-08-29,141.23651123046875
2023-08-30,140.66685485839844
2023-08-31,138.9293975830078
2023-09-01,139.39463806152344
2023-09-05,137.8565673828125
2023-09-06,137.62869262695312
2023-09-07,136.45138549804688
2023-09-08,136.5558319091797
2023-09-11,137.1539764404297
2023-09-12,138.9388885498047
2023-09-13,139.00537109375
2023-09-14,141.70172119140625
2023-09-15,141.2839813232422
2023-09-18,141.57827758789062
2023-09-19,141.39793395996094
2023-09-20,140.79978942871094
2023-09-21,139.6984405517578
2023-09-22,138.35975646972656
2023-09-25,139.0433349609375
2023-09-26,137.60018920898438
2023-09-27,138.40721130371094
2023-09-28,140.1256866455078
2023-09-29,137.68565368652344
2023-10-02,136.49888610839844
2023-10-03,135.49249267578125
2023-10-04,136.10011291503906
2023-10-05,136.67398071289062
2023-10-06,138.7781219482422
2023-10-09,138.46249389648438
2023-10-10,139.3041534423828
2023-10-11,139.78236389160156
2023-10-12,139.4571990966797
2023-10-13,141.55177307128906
2023-10-16,141.40830993652344
2023-10-17,141.10226440429688
2023-10-18,139.55282592773438
2023-10-19,138.9598388671875
2023-10-20,136.72178649902344
2023-10-23,134.85678100585938
2023-10-24,135.01934814453125
2023-10-25,134.28289794921875
2023-10-26,134.62721252441406
2023-10-27,129.77810668945312
2023-10-30,131.4327392578125
2023-10-31,133.0012664794922
2023-11-01,132.88650512695312
2023-11-02,135.25845336914062
2023-11-03,136.7696075439453
2023-11-06,137.80255126953125
2023-11-07,137.73562622070312
2023-11-08,138.41470336914062
2023-11-09,138.00340270996094
2023-11-10,140.0501708984375
2023-11-13,139.4285125732422
2023-11-14,141.97259521484375
2023-11-15,143.2159881591797
2023-11-16,144.8514862060547
2023-11-17,146.1617889404297
2023-11-20,146.61129760742188
2023-11-21,146.3052520751953
2023-11-22,146.64955139160156
2023-11-24,146.8503875732422
2023-11-27,146.51565551757812
2023-11-28,146.8503875732422
2023-11-29,147.59640502929688
2023-11-30,149.2797393798828
2023-12-01,150.0066375732422
2023-12-04,151.10653686523438
2023-12-05,151.08738708496094
2023-12-06,149.49972534179688
2023-12-07,149.9587860107422
2023-12-08,151.61343383789062
2023-12-11,152.16815185546875
2023-12-12,153.52630615234375
2023-12-13,154.0427703857422
2023-12-14,156.84510803222656
2023-12-15,158.0310821533203
2023-12-18,158.9875030517578
2023-12-19,161.1107940673828
2023-12-20,159.2935791015625
2023-12-21,160.20216369628906
2023-12-22,160.1065216064453
2023-12-26,161.05340576171875
2023-12-27,162.01937866210938
2023-12-28,162.8801727294922
2023-12-29,162.6888885498047
2024-01-02,164.5826416015625
2024-01-03,163.8653106689453
2024-01-04,164.95274353027344
2024-01-05,165.7803497314453
2024-01-08,165.5397491455078
2024-01-09,164.23098754882812
2024-01-10,164.57745361328125
2024-01-11,163.8845672607422
2024-01-12,162.681640625
